file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;origin;name
SPIRSNAK;ANIMAL;NO_RACE;NO_CLASS;SNAKE;None;;12;SUMMONED;MALE;CONTROLLED;None;None;None;None;BDSUM00;;;IMMUNE1;RING95;;SNAKSPIR;;;;0;bg1;Spirit Snake
SPIRWOLF;ANIMAL;WOLF;WOLF_DIRE;WOLF_WINTER;None;;12;SUMMONED;MALE;CONTROLLED;None;None;None;None;BDSUM00;;;IMMUNE1;RING95;;WOLFSPIR;;;;0;bg1;Spirit Wolf
SPLION1;ANIMAL;NO_RACE;NO_CLASS;GREATCAT_LEOPARD;None;;1;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGL01;;;SPLATT1;;;;0;bg1;Spirit Lion
SPLION2;ANIMAL;NO_RACE;NO_CLASS;GREATCAT_LEOPARD;None;;3;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGL02;;;SPLATT2;;;;0;bg1;Spirit Lion
SPLION3;ANIMAL;NO_RACE;NO_CLASS;GREATCAT_LEOPARD;None;;5;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGL03;;;SPLATT3;;;;0;bg1;Spirit Lion
SPLION4;ANIMAL;NO_RACE;NO_CLASS;GREATCAT_LEOPARD;None;;7;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGL04;;;SPLATT4;;;;0;bg1;Spirit Lion
SPLION5;ANIMAL;NO_RACE;NO_CLASS;GREATCAT_LEOPARD;None;;10;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGZ05;IMMUNE1;;SPLATT5;;;;0;bg1;Spirit Lion
SPRAT;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;sprat;1;MALE;MALE;NEUTRAL;dw#innhl;WDRUNSGT;None;None;None;;;;;;;;;;15;bg1;Sprat
SPSNAK1;ANIMAL;NO_RACE;NO_CLASS;SNAKE;None;;1;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGS01;;;SPSATT1;;;;0;bg1;Spirit Snake
SPSNAK2;ANIMAL;NO_RACE;NO_CLASS;SNAKE;None;;3;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGS02;;;SPSATT2;;;;0;bg1;Spirit Snake
SPSNAK3;ANIMAL;NO_RACE;NO_CLASS;SNAKE;None;;5;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGS03;;;SPSATT3;;;;0;bg1;Spirit Snake
SPSNAK4;ANIMAL;NO_RACE;NO_CLASS;SNAKE;None;;7;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGS04;;;SPSATT4;;;;0;bg1;Spirit Snake
SPSNAK5;ANIMAL;NO_RACE;NO_CLASS;SNAKE;None;;10;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGZ05;IMMUNE1;;SPSATT5;;;;0;bg1;Spirit Snake
SPWOLF1;ANIMAL;WOLF;WOLF_DIRE;WOLF_WINTER;None;;1;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGW01;;;SPWATT1;;;;0;bg1;Spirit Wolf
SPWOLF2;ANIMAL;WOLF;WOLF_DIRE;WOLF_WINTER;None;;3;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGW02;;;SPWATT2;;;;0;bg1;Spirit Wolf
SPWOLF3;ANIMAL;WOLF;WOLF_DIRE;WOLF_WINTER;None;;5;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGW03;;;SPWATT3;;;;0;bg1;Spirit Wolf
SPWOLF4;ANIMAL;WOLF;WOLF_DIRE;WOLF_WINTER;None;;7;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGW04;;;SPWATT4;;;;0;bg1;Spirit Wolf
SPWOLF5;ANIMAL;WOLF;WOLF_DIRE;WOLF_WINTER;None;;10;SUMMONED;SUMMONED;CONTROLLED;SPIRDTH;None;None;None;BDSUM00;;;SPRNGZ05;IMMUNE1;;SPWATT5;;;;0;bg1;Spirit Wolf
SQUIRL;ANIMAL;RABBIT;NO_CLASS;SQUIRREL;None;None;1;MALE;SUMMONED;NEUTRAL;None;None;None;None;WDRUNSGT;;;;;;;;;;0;bg1;Squirrel
SQUIRR;ANIMAL;RABBIT;FOOD_CREATURE;SQUIRREL;None;None;1;MALE;MALE;NEUTRAL;None;None;None;None;WDRUNSGT;;;;;;;;;;1;bg1;Squirrel
STALKE;MONSTER;ELEMENTAL;NO_CLASS;DOOM_GUARD;None;None;8;SUMMONED;MALE;ENEMY;None;None;None;None;DVMELEE;;;STALKER;;;STALKESU;;;;3000;bg1;Invisible Stalker
STALKESU;MONSTER;SHADOW;SHADOW;DOOM_GUARD;None;None;8;SUMMONED;SUMMONED;ENEMY;None;None;None;None;dw1melmo;;;RING95;MAGE01;;S2-16;;;;0;bg1;Invisible Stalker
STEPHA;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;STEPHAN;stepha;5;MALE;MALE;NEUTRAL;RR#PICKP;;None;None;dw#mg124;;;;;;STAF01;;;;120;bg1;Stephan
STONEC;HUMANOID;GOLEM;GOLEM_STONE;DOOM_GUARD;stonec;STONEC;30;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;0;bg1;Stone Golem
STONED;HUMANOID;GOLEM;GOLEM_STONE;DOOM_GUARD;stoned;STONED;30;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;0;bg1;Stone Golem
STONEDL;HUMANOID;GOLEM;GOLEM_STONE;DOOM_GUARD;stonedl;STONEDL;30;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;0;bg1;Stone Golem
STONEDW;HUMANOID;GOLEM;GOLEM_STONE;DOOM_GUARD;stonedw;STONEDW;30;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;0;bg1;Stone Golem
STONEG;HUMANOID;GOLEM;GOLEM_STONE;DOOM_GUARD;stoneg;STONE;30;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;0;bg1;Stone Golem
SUGAR;HUMANOID;HUMAN;INNOCENT;HARLOT_WOMAN;sugar;sugar;0;FEMALE;FEMALE;NEUTRAL;dw#innhl;INITMAIN;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;bg1;Sugar
SUMDJINN;GIANTHUMANOID;GENIE;GENIE_DJINNI;DJINNI;None;;7;NIETHER;MALE;CONTROLLED;GENSHT01;None;None;SUMDJ01;BDSUM00;;;;MONHP1;;GENSCIM;;;;5000;bg1;Djinni
SUMEFREE;GIANTHUMANOID;GENIE;GENIE_EFREETI;DJINNI;None;;10;SUMMONED;MALE;CONTROLLED;GENSHT01;None;None;;BDSUM00;;;;;;GENSCIM;;;;8000;bg1;Efreeti
SUMELAIR;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_AIR;ELEMENTAL_AIR;None;;8;SUMMONED;MALE;CONTROLLED;GENSHT01;None;None;AIRELE01;;;;IMMUNE2;;;ELAIRL;;;;2000;bg1;Lesser Air Elemental
SUMELEAR;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_EARTH;ELEMENTAL_EARTH_SMALL;None;;8;SUMMONED;MALE;CONTROLLED;GENSHT01;None;None;None;;;;IMMUNE2;;;B4-32M3;;;;3000;bg1;Lesser Earth Elemental
SUMELFIR;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;None;;8;SUMMONED;MALE;CONTROLLED;;None;None;None;;;;IMMUNE2;;;FIREELEL;;;;2000;bg1;Lesser Fire Elemental
SUNIN;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;SUNIN;sunin;11;MALE;MALE;NEUTRAL;dw#gpsht;INITDLG;;;dw#mg169;;;RING08;;;STAF01;;;;2000;bg1;Sunin
SURGEO;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;None;surgeo;5;MALE;MALE;NEUTRAL;RR#PICKP;;None;None;dw#mg126;;;;;;DAGG01;;;;975;bg1;The Surgeon
SURREY;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;SURREY;SURREY;1;MALE;MALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WDRUNSGT;;;;;;;;;;15;bg1;Surrey
SVLAST;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;None;svlast;7;MALE;MALE;NEUTRAL;dw#urbhl;None;None;None;dw1melge;;;;;;SW2H01;;;;600;bg1;Svlast
SWAAIR01;MONSTER;ELEMENTAL;ELEMENTAL_AIR;ELEMENTAL_AIR;None;;12;SUMMONED;MALE;CONTROLLED;None;None;None;None;BDSUM00;;;IMMUNE2;;;B1-20M4;;;;0;bg1;Air Elemental
SWAAIR02;MONSTER;ELEMENTAL;ELEMENTAL_AIR;ELEMENTAL_AIR;None;;12;SUMMONED;MALE;CONTROLLED;None;None;None;None;BDSUM00;;;IMMUNE2;;;B1-20M4;;;;0;bg1;Air Elemental
SWAEAR01;MONSTER;ELEMENTAL;ELEMENTAL_EARTH;ELEMENTAL_EARTH;None;;12;SUMMONED;MALE;CONTROLLED;None;None;None;None;BDSUM00;;;IMMUNE2;;;B4-32M4;;;;0;bg1;Earth Elemental
SWAEAR02;MONSTER;ELEMENTAL;ELEMENTAL_EARTH;ELEMENTAL_EARTH;None;;12;SUMMONED;MALE;CONTROLLED;None;None;None;None;BDSUM00;;;IMMUNE2;;;B4-32M4;;;;0;bg1;Earth Elemental
SWAFIR01;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;None;;12;SUMMONED;MALE;CONTROLLED;None;None;None;None;BDSUM00;;;IMMUNE2;;;FIREELEM;;;;0;bg1;Fire Elemental
SWAFIR02;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;None;;12;SUMMONED;MALE;CONTROLLED;None;None;None;None;BDSUM00;;;IMMUNE2;;;FIREELEM;;;;0;bg1;Fire Elemental
SWORD;HUMANOID;HUMAN;MAGE;RAT;None;None;1;MALE;MALE;127;None;None;None;None;None;;;SWORDI;;;;;;;0;bg1;
SWORD01;WEAPON;SWORD;LONG_SWORD;DANCING_SWORD;NONE;;10;SUMMONED;MALE;ALLY;;;;;DVMSWORD;;;;;;MORSWORD;;;;0;bg1;Magical Sword
TAEROM;HUMANOID;HUMAN;INNOCENT;FIGHTER_MALE_HUMAN;taerom;taerom;5;MALE;MALE;NEUTRAL;dw#urbhl;taerom;None;None;wtrunsgt;;;;;;HAMM01;;;;65;bg1;Taerom Fuiruim
TAILAS;MONSTER;LYCANTHROPE;INNOCENT;CLERIC_MALE_HUMAN;Tailas;tailas;7;MALE;MALE;NEUTRAL;RR#PICKP;WEREWOLF;None;None;dw1melge;;;IMMUNE1;;;;;;;900;bg1;Tailas
TAKIYAH;HUMANOID;HUMAN;DRUID;CLERIC_MALE_HUMAN;takiyah;TAKIYAH;9;MALE;MALE;NEUTRAL;dw#takiy;dw#gpsht;dw#shdlg;None;dw#pr82;;;;;;STAF01;DW#SHNBR;;;120;bg1;Takiyah
TALOUN;MONSTER;LYCANTHROPE;WEREWOLF;CLERIC_MALE_HUMAN;Taloun;taloun;2;MALE;MALE;NEUTRAL;INITDLG;None;WEREWOLF;None;WDRUNSGT;;;IMMUNE1;;;;;;;420;bg1;Taloun
TAM;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;TAM;None;8;MALE;MALE;NEUTRAL;dw#gpsht;;None;None;dw1range;;;;;;BOW01;SW1H07;;;1300;bg1;Tam
TAMAH;HUMANOID;STATUE;INNOCENT;FIGHTER_FEMALE_HUMAN;TAMAH;TAMAH;5;FEMALE;FEMALE;NEUTRAL;dw#urbhl;None;None;None;WTASIGHT;;;;;;SW1H04;;;;300;bg1;Statue
TAMOKO;HUMANOID;HUMAN;CLERIC;CLERIC_FEMALE_HUMAN;Tamoko;tamoko;14;FEMALE;FEMALE;NEUTRAL;dw#tamok;RR#PICKP;INITDLG;;dw#pr90;;SHLD06;;;;BLUN03;;;;5000;bg1;Tamoko
TAMOKO2;HUMANOID;HUMAN;CLERIC;CLERIC_FEMALE_HUMAN;Tamoko;tamoko;10;FEMALE;FEMALE;ENEMY;None;;None;None;dw#pr62;;SHLD06;;;;BLUN03;;;;5000;bg1;Tamoko
TANAR;MONSTER;DEMONIC;TANARI;FIEND_GREEN;TANAR;None;12;MALE;MALE;ENEMY;TANARI;None;None;;None;;;RINGDEMN;;;BL3-12M4;;;;0;bg1;Aec'Letec
TANAR2;MONSTER;DEMONIC;TANARI;TANARRI;tanar2;None;10;MALE;MALE;ENEMY;TANARI;None;None;;None;;;RINGDEMN;;;S1-10;;;;16000;bg1;Aec'Letec
TARIS;HUMANOID;HUMAN;INNOCENT;NOBLE_WOMAN;TARIS;TARIS;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;wtrunsgt;;;;;;;;;;15;bg1;Taris
TARNES;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;TARNESH;tarnes;4;MALE;MALE;NEUTRAL;dw#shdlg;;None;None;dw#mg127;;;;;;STAF01;;;;120;bg1;Tarnesh
TARNOR;HUMANOID;DWARF;FIGHTER;FIGHTER_MALE_DWARF;TARNOR;TARNOR;9;MALE;158;ALLY;None;INITDLG;None;None;dw1melge;;SHLD01;;;;AX1H01;;;;1950;bg1;Tarnor
TARTUS;HUMANOID;HUMAN;INNOCENT;NOBLE_MAN;TARTUSSE;TARTUS;1;MALE;MALE;NEUTRAL;dw#innhl;INITDLG;None;None;WTRUNSGT;;;;;;;;;;15;bg1;Tartusse
TASLGURK;HUMANOID;KOBOLD;KOBOLD_TASLOI;KOBOLD_TASLOI;None;;1;MALE;MALE;ENEMY;None;None;None;None;dw1melge;;;;;;SPER01;;;;35;bg1;Tasloi
TASLOI;HUMANOID;KOBOLD;KOBOLD_TASLOI;KOBOLD_TASLOI;None;;1;MALE;MALE;ENEMY;dw#gpsht;None;None;None;dw1melge;;;;;;SPER01;;;;35;bg1;Tasloi
TASLOI02;HUMANOID;KOBOLD;KOBOLD_TASLOI;KOBOLD_TASLOI;None;;1;MALE;MALE;ENEMY;None;None;None;None;dw1melge;;;;;;SPER01;;;;35;bg1;Tasloi
TASLOI03;HUMANOID;KOBOLD;KOBOLD_TASLOI;KOBOLD_TASLOI;None;;1;MALE;MALE;ENEMY;None;None;None;None;dw1melge;;;;;;SPER01;;;;35;bg1;Tasloi
TASLOISU;HUMANOID;KOBOLD;KOBOLD_TASLOI;KOBOLD_TASLOI;None;;1;SUMMONED;SUMMONED;ENEMY;None;None;None;None;dw1melge;;;;;;SPER01;;;;0;bg1;Tasloi
TAUGOS;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;Taurgousz;taugos;8;MALE;MALE;NEUTRAL;dw#taug;bandit;dw#prsht;None;dw1melge;;SHLD04;;;;HAMM02;;;;2000;bg1;Taurgosz Khosann
TAXEK;HUMANOID;HUMAN;THIEF;THIEF_MALE_HUMAN;TAXEK;taxek;7;MALE;MALE;NEUTRAL;dw#gpsht;INITDLG;None;None;dw1ranth;;;;;;XBOW05;SW1H07;;;975;bg1;Taxek
TAZOK;HUMANOID;OGRE;FIGHTER;HALF_OGRE;Tazok;TAZOK;9;MALE;MALE;NEUTRAL;RR#PICKP;TAZOK;None;None;dw1melbe;;;;;MIHP1;SW2H01;;;;4000;bg1;Tazok
TAZOK2;HUMANOID;OGRE;FIGHTER;HALF_OGRE;Tazok;tazok2;11;MALE;MALE;NEUTRAL;dw#tazok;None;None;None;dw1melbe;;;MAGE01;;;SW1H01;;;;4000;bg1;Tazok
TELALU1;HUMANOID;DEMONIC;FIGHTER;FIGHTER_FEMALE_ELF;telalu1;None;20;FEMALE;FEMALE;ENEMY;None;None;None;demalu01;None;;;IMMUNE1;RINGDEMN;;SW1H52;DART04;;;9000;bg1;Alu-Fiend
TELANO;HUMANOID;HUMAN;FIGHTER_MAGE;FIGHTER_MALE_HUMAN;TELANON;telano;9;MALE;MALE;NEUTRAL;dw#shdlg;;None;None;dw#mg128;;;;;;SW1H05;;;;2000;bg1;Tel-anon
TELELFIR;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;None;;16;SUMMONED;MALE;ENEMY;None;None;None;None;dw1melge;;;IMMUNE2;;;FIREELEM;;;;10000;bg1;Greater Fire Elemental
TELICESA;MONSTER;SALAMANDER;SALAMANDER_FROST;SALAMANDER_FROST;None;None;8;SUMMONED;0;ENEMY;GENSHT01;None;None;None;dw1melmo;;;RING95;IMMUNE1;;SALACOLD;;;;5000;bg1;Ice Salamander
TELKA;HUMANOID;HUMAN;FIGHTER_THIEF;THIEF_FEMALE_HUMAN;TELKA;None;5;FEMALE;FEMALE;ENEMY;dw#c3as2;;None;None;dw1ranth;;;;;;NTBOW03;SW1H07;;;600;bg1;Telka
TELLAN;HUMANOID;GNOME;MAGE;MAGE_MALE_GNOME;tellan;TELLAN;13;MALE;MALE;NEUTRAL;SHOUTDLG;follow;x#mag14d;;dw1ranth;;;;;;DART02;DAGG02;SW1H07;;2001;bg1;Tellan
TELMEN;HUMANOID;HUMAN;NO_CLASS;PEASANT_MAN;Telman;telman;0;MALE;MALE;NEUTRAL;FISHER;;None;None;wtrunsgt;;;;;;;;;;7;bg1;Telman
TENYA;HUMANOID;HUMAN;CLERIC;CLERIC_FEMALE_ELF;Tenya;TENYA;5;FEMALE;FEMALE;NEUTRAL;RR#PICKP;TENYA;;None;dw#pr63;;;;;;BLUN02;;;;650;bg1;Tenya
TENYA2;HUMANOID;HUMAN;CLERIC;CLERIC_FEMALE_ELF;Tenya2;TENYA2;5;FEMALE;FEMALE;NEUTRAL;dw#gpsht;initdlg;;None;dw#pr64;;;;;;BLUN02;;;;650;bg1;Tenya
TERSUS;HUMANOID;HOBGOBLIN;HOBGOBLIN;HOBGOBLIN;tersus;TERSUS;1;MALE;MALE;NEUTRAL;dw#prsht;BHOSTILE;None;initdlg;dw1melge;HELM01;;;;;COMPS01;;;;35;bg1;Tersus
TEST;HUMANOID;GNOLL;FIGHTER;GNOLL;TEST;;3;MALE;MALE;ENEMY;;OHPRHE01;None;;;;;;;;HALB01;;;;0;bg1;Bort
TEST2;HUMANOID;HUMAN;MAGE;MAGE_FEMALE_HUMAN;BPBMAG01;;9;FEMALE;FEMALE;ENEMY;OHGN01;OHMADD01;;;;;;;;AMUL01;DAGG01;;;;0;bg1;Delorna
TEST3;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;amtmag01;;10;MALE;MALE;ENEMY;OHGN01;OHMASU01;;;;;;;;;;;;;4000;bg1;<Invalid Strref 72124>
TEST4;HUMANOID;HUMAN;CLERIC;CLERIC_MALE_HUMAN;TEST4;;8;MALE;MALE;ENEMY;OHGN01;OHPRDD01;None;None;;;SHLD12;;;;;HAMM01;;;0;bg1;
TESTER;HUMANOID;HUMAN;MAGE;MAGE_FEMALE_ELF;None;None;6;FEMALE;FEMALE;NEUTRAL;RR#PICKP;None;None;None;dw1melge;;;;;;;;;;0;bg1;Ajantis
TETHTO;HUMANOID;HUMAN;INNOCENT;MONK;None;tethto;18;MALE;MALE;NEUTRAL;RR#PICKP;WTATTWAT;None;None;None;;;;;;;;;;5000;bg1;Tethtoril
TETHTO2;HUMANOID;HUMAN;INNOCENT;MONK;Tethtoril2;tethto2;18;MALE;MALE;NEUTRAL;RR#PICKP;INITDLG;WTATTWAT;None;None;;;;;;;;;;5000;bg1;Tethtoril
TETHTO3;MONSTER;DOPPLEGANGER;DOPPLEGANGER;MONK;tethto3;tethto3;10;NIETHER;MALE;NEUTRAL;None;None;LDCHANGE;None;dw1melge;;;;;;;;;;500;bg1;Tethtoril
TEVEN;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;Teven;TEVEN;6;MALE;MALE;NEUTRAL;dw#gpsht;shoutdlg;TEVEN;None;dw1melge;;SHLD03;;;;SW1H04;;;;975;bg1;Teven
TEYNGA;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;TEYNGAN;teynga;6;MALE;MALE;NEUTRAL;dw#gpsht;TEYNGAN;None;None;dw1melge;HELM01;;;;;BLUN04;;;;500;bg1;Teyngan
THALAN;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;Thalantyr;thalan;17;MALE;MALE;NEUTRAL;RR#PICKP;THALANTR;;None;dw#mg129;;;;;;STAF01;;;;3000;bg1;Thalantyr the Conjurer
THALDO;HUMANOID;HUMAN;THIEF;THIEF_MALE_HUMAN;None;thaldo;6;MALE;MALE;NEUTRAL;RR#PICKP;None;None;LEAVECH7;dw1melth;;;;;;SW1H08;;;;975;bg1;Thaldorn
THEREL;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;therel;therel;0;FEMALE;FEMALE;NEUTRAL;RR#PICKP;WTRUNSGT;None;None;None;;;RING11;;;;;;;50;bg1;Therella
THIEF;HUMANOID;HUMAN;THIEF;THIEF_MALE_HUMAN;thief;ThiefM;5;MALE;MALE;NEUTRAL;dw#gpsht;RR#PICKP;None;None;dw1melth;;;;;;SW1H04;;;;95;bg1;Rogue
THIEF2;HUMANOID;GNOME;THIEF;THIEF_MALE_GNOME;None;;1;MALE;MALE;PC;None;None;None;None;DPLAYER3;;;;;;STAF01;;;;0;bg1;
THIEFF;HUMANOID;HALF_ELF;THIEF;THIEF_FEMALE_ELF;thieff;THIEFF;5;FEMALE;FEMALE;NEUTRAL;RR#PICKP;;None;None;dw1melth;;;;;;SW1H04;;;;95;bg1;Rogue
THIEFG;HUMANOID;HUMAN;THIEF;THIEF_MALE_HUMAN;thiefg;thiefg;5;MALE;MALE;NEUTRAL;RR#PICKP;thiefg;None;None;dw1melth;;;;;;SW1H04;;;;95;bg1;Rogue
THIEFM;HUMANOID;HUMAN;THIEF;THIEF_MALE_HUMAN_LOW;thiefm;thiefm;5;MALE;MALE;NEUTRAL;RR#PICKP;;None;None;dw1melth;;;;;;SW1H04;;;;95;bg1;Rogue
THUG;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;THUG;BANDIT;1;MALE;MALE;ENEMY;SHOUT;None;None;None;dw1range;;;;;;SW1H04;COMPB05;;;65;bg1;Thug
TIAX;HUMANOID;GNOME;CLERIC_THIEF;CLERIC_MALE_GNOME;TIAX;tiax;2;MALE;MALE;NEUTRAL;TIAX;PRIEST1;None;WTASIGHT;DPLAYER;;;;;;STAF01;;;;0;bg1;Tiax
TIAX4;HUMANOID;GNOME;CLERIC_THIEF;CLERIC_MALE_GNOME;TIAX;tiax;4;MALE;MALE;NEUTRAL;TIAX;PRIEST3;None;WTASIGHT;DPLAYER;;;;;;STAF01;;;;0;bg1;Tiax
TIAX6;HUMANOID;GNOME;CLERIC_THIEF;CLERIC_MALE_GNOME;TIAX;tiax;5;MALE;MALE;NEUTRAL;TIAX;PRIEST4;None;WTASIGHT;DPLAYER;;;;;;STAF01;;;;0;bg1;Tiax
TIAXD;HUMANOID;DWARF;CLERIC_THIEF;THIEF_MALE_HUMAN;None;tiaxd;3;MALE;MALE;PC;None;None;None;None;dw1melth;;;;;;BLUN06;;;;0;bg1;Tiax
TIBER;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;TIBER;1;MALE;MALE;NEUTRAL;dw#innhl;None;None;WTRUNSGT;None;;;;;;;;;;15;bg1;Tiber
TICK;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;TICK;TICK;1;MALE;MALE;NEUTRAL;dw#innhl;INITDLG;None;None;WTRUNSGT;;;;;;;;;;15;bg1;Tick
TIPIAN;HUMANOID;HUMAN;INNOCENT;SLAVE;TIPIAN;tipian;1;MALE;MALE;NEUTRAL;SLAVE;None;None;None;wtrunsgt;;;;;;;;;;2;bg1;Tipian
TOMEGOL1;GIANTHUMANOID;GOLEM;GOLEM_FLESH;A7!GOLEM_FLESH_PST;None;None;9;SUMMONED;MALE;CONTROLLED;GENSHT01;None;None;None;BDSUM00;;;IMMUNE1;;;GOLFLE;;;;2000;bg1;Flesh Golem
TOMEGOL2;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;golcla01;;9;SUMMONED;MALE;CONTROLLED;GENSHT01;None;None;GOLCLY01;BDSUM00;;;IMMUNE1;;;GOLCLA;;;;8000;bg1;Clay Golem
TOMEGOL3;GIANTHUMANOID;GOLEM;GOLEM_STONE;GOLEM_CLAY;golsto01;;14;SUMMONED;MALE;CONTROLLED;GENSHT01;None;None;GOLSTO01;BDSUM00;;;IMMUNE2;GOLSTONE;;GOLSTO;;;;8000;bg1;Stone Golem
TOMEGOL4;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON;tomegol4;;18;SUMMONED;MALE;CONTROLLED;tomegol4;None;None;GOLIRO01;BDSUM00;;;IMMUNE1;IRONGOL;;;;;;13000;bg1;Juggernaut Golem
TORLO;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;None;torlo;0;MALE;MALE;NEUTRAL;dw#innhl;None;None;None;wtrunsgt;;;;;;;;;;7;bg1;Torlo
TORLOB;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;TorLobo;torlob;7;MALE;MALE;NEUTRAL;;INITDLG;None;None;dw1melge;;SHLD16;;;;SW1H04;;;;600;bg1;Tor Lobo
TOURIST1;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;TOURIST1;tourist;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;WTRUNSGT;None;;;;;;;;;;15;bg1;Tourist
TOURIST2;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;TOURIST2;tourist;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;WTRUNSGT;None;;;;;;;;;;15;bg1;Tourist
TOURIST3;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;TOURIST3;tourist;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;WTRUNSGT;None;;;;;;;;;;15;bg1;Tourist
TOWNCR;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_MAN;None;towncr;1;MALE;MALE;NEUTRAL;dw#innhl;WTRUNSGT;None;None;None;;;;;;;;;;15;bg1;Town Crier
TRACEA;HUMANOID;HUMAN;MAGE;MAGE_FEMALE_HUMAN;Tracea;TRACEA;11;FEMALE;FEMALE;NEUTRAL;dw#gpsht;tracea;;;dw#mg160;;;;;;STAF01;;;;2000;bg1;Tracea Carol
TRALIT;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;TRALITHAN;TRALIT;5;MALE;MALE;NEUTRAL;dw#gpsht;INITDLG;None;None;dw1range;;;;;;BOW01;;;;65;bg1;Tralithan
TRANZI;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;Tranzig;tranzi;6;MALE;MALE;NEUTRAL;dw#tranz;TRANZIG;;None;dw#mg132;;;RING06;;;STAF01;;;;975;bg1;Tranzig
